caldt,vwretd,outpredictions
1990-09-05,0.003861,
1990-09-06,-0.012028,
1990-09-07,0.009374,
1990-09-10,-0.005269,
1990-09-11,-0.001056,
1990-09-12,0.00395,
1990-09-13,-0.011783,
1990-09-14,-0.005968,
1990-09-17,0.002891,
1990-09-18,0.003333,
1990-09-19,-0.006414,
1990-09-20,-0.015777,
1990-09-21,-0.000652,
1990-09-24,-0.02116,
1990-09-25,0.012375,
1990-09-26,-0.010318,
1990-09-27,-0.013375,
1990-09-28,0.016658,
1990-10-01,0.030032,
1990-10-02,0.001148,
1990-10-03,-0.011617,
1990-10-04,0.003727,
1990-10-05,-0.003797,
1990-10-08,0.006508,
1990-10-09,-0.026728,
1990-10-10,-0.015817,
1990-10-11,-0.016247,
1990-10-12,0.015266,
1990-10-15,0.011403,
1990-10-16,-0.014599,
1990-10-17,-0.000302,
1990-10-18,0.023718,
1990-10-19,0.020957,
1990-10-22,0.008612,
1990-10-23,-0.007206,
1990-10-24,0.000607,
1990-10-25,-0.007662,
1990-10-26,-0.017548,
1990-10-29,-0.009214,
1990-10-30,0.00768,
1990-10-31,-0.000358,
1990-11-01,0.00994,
1990-11-02,0.016131,
1990-11-05,0.009769,
1990-11-06,-0.009249,
1990-11-07,-0.017712,
1990-11-08,0.006007,
1990-11-09,0.020207,
1990-11-12,0.018681,
1990-11-13,-0.005199,
1990-11-14,0.008312,
1990-11-15,-0.01009,
1990-11-16,0.00022,
1990-11-19,0.007167,
1990-11-20,-0.011892,
1990-11-21,0.001964,
1990-11-23,-0.003092,
1990-11-26,0.004293,
1990-11-27,0.005646,
1990-11-28,-0.000538,
1990-11-29,-0.004963,
1990-11-30,0.018308,
1990-12-03,0.007021,
1990-12-04,0.007822,
1990-12-05,0.010612,
1990-12-06,-0.002501,
1990-12-07,-0.004035,
1990-12-10,0.003375,
1990-12-11,-0.00635,
1990-12-12,0.011102,
1990-12-13,-0.002291,
1990-12-14,-0.007641,
1990-12-17,-0.00279,
1990-12-18,0.012736,
1990-12-19,-0.000146,
1990-12-20,0.000447,
1990-12-21,0.004743,
1990-12-24,-0.004401,
1990-12-26,0.002696,
1990-12-27,-0.007443,
1990-12-28,0.000639,
1990-12-31,0.004328,
1991-01-02,-0.010853,
1991-01-03,-0.013455,
1991-01-04,-0.00258,
1991-01-07,-0.017326,
1991-01-08,-0.00169,
1991-01-09,-0.011018,
1991-01-10,0.010583,
1991-01-11,0.001165,
1991-01-14,-0.008205,
1991-01-15,0.003857,
1991-01-16,0.008563,
1991-01-17,0.037071,
1991-01-18,0.012316,
1991-01-21,-0.002126,
1991-01-22,-0.008428,
1991-01-23,0.005544,
1991-01-24,0.014383,
1991-01-25,0.003438,
1991-01-28,0.000172,
1991-01-29,-0.000197,
1991-01-30,0.01517,
1991-01-31,0.009214,
1991-02-01,-0.002645,
1991-02-04,0.015525,
1991-02-05,0.009392,
1991-02-06,0.019462,
1991-02-07,-0.004023,
1991-02-08,0.007751,
1991-02-11,0.026023,
1991-02-12,-0.0076,
1991-02-13,0.010025,
1991-02-14,-0.013488,
1991-02-15,0.013336,
1991-02-19,0.001802,
1991-02-20,-0.011165,
1991-02-21,-0.000682,
1991-02-22,0.001873,
1991-02-25,0.004761,
1991-02-26,-0.011475,
1991-02-27,0.013202,
1991-02-28,-0.001734,
1991-03-01,0.009396,
1991-03-04,-0.002312,
1991-03-05,0.019875,
1991-03-06,-0.001835,
1991-03-07,-9e-06,
1991-03-08,-0.002503,
1991-03-11,-0.005318,
1991-03-12,-0.007812,
1991-03-13,0.012493,
1991-03-14,-0.002425,
1991-03-15,-0.000607,
1991-03-18,-0.003245,
1991-03-19,-0.014724,
1991-03-20,0.003881,
1991-03-21,-0.003604,
1991-03-22,0.002593,
1991-03-25,0.006652,
1991-03-26,0.017689,
1991-03-27,-0.002371,
1991-03-28,-0.001043,
1991-04-01,-0.009807,
1991-04-02,0.021905,
1991-04-03,-0.001468,
1991-04-04,0.003276,
1991-04-05,-0.011395,
1991-04-08,0.008283,
1991-04-09,-0.012902,
1991-04-10,-0.00114,
1991-04-11,0.011966,
1991-04-12,0.006927,
1991-04-15,0.00205,
1991-04-16,0.016727,
1991-04-17,0.007762,
1991-04-18,-0.004972,
1991-04-19,-0.011045,
1991-04-22,-0.008843,
1991-04-23,0.002352,
1991-04-24,0.002969,
1991-04-25,-0.009344,
1991-04-26,-0.000438,
1991-04-29,-0.013996,
1991-04-30,0.004294,
1991-05-01,0.013525,
1991-05-02,0.000548,
1991-05-03,0.000767,
1991-05-06,-0.001623,
1991-05-07,-0.006368,
1991-05-08,0.003109,
1991-05-09,0.013143,
1991-05-10,-0.019361,
1991-05-13,0.00265,
1991-05-14,-0.013416,
1991-05-15,-0.008381,
1991-05-16,0.010488,
1991-05-17,0.000287,
1991-05-20,0.000341,
1991-05-21,0.008492,
1991-05-22,0.002193,
1991-05-23,-0.003169,
1991-05-24,0.007161,
1991-05-28,0.011962,
1991-05-29,0.002152,
1991-05-30,0.010946,
1991-05-31,0.007622,
1991-06-03,-0.004027,
1991-06-04,-0.000612,
1991-06-05,-0.00695,
1991-06-06,-0.003818,
1991-06-07,-0.010521,
1991-06-10,-0.001845,
1991-06-11,0.006298,
1991-06-12,-0.011361,
1991-06-13,0.002846,
1991-06-14,0.012304,
1991-06-17,-0.005206,
1991-06-18,-0.004062,
1991-06-19,-0.009196,
1991-06-20,0.000643,
1991-06-21,0.006175,
1991-06-24,-0.017436,
1991-06-25,-0.000686,
1991-06-26,0.002655,
1991-06-27,0.007509,
1991-06-28,-0.008599,
1991-07-01,0.018436,
1991-07-02,-0.000997,
1991-07-03,-0.010531,
1991-07-05,0.002285,
1991-07-08,0.009176,
1991-07-09,-0.003565,
1991-07-10,-0.001057,
1991-07-11,0.003328,
1991-07-12,0.008391,
1991-07-15,0.005626,
1991-07-16,-0.002213,
1991-07-17,-0.000664,
1991-07-18,0.010663,
1991-07-19,-0.002927,
1991-07-22,-0.003437,
1991-07-23,-0.00916,
1991-07-24,-0.001988,
1991-07-25,0.0061,
1991-07-26,0.000121,
1991-07-29,0.006041,
1991-07-30,0.009347,
1991-07-31,0.003024,
1991-08-01,-0.001632,
1991-08-02,0.000282,
1991-08-05,-0.005198,
1991-08-06,0.014971,
1991-08-07,0.000247,
1991-08-08,-0.002977,
1991-08-09,-0.005075,
1991-08-12,0.002382,
1991-08-13,0.004182,
1991-08-14,0.001187,
1991-08-15,-0.001374,
1991-08-16,-0.009514,
1991-08-19,-0.023275,
1991-08-20,0.007807,
1991-08-21,0.029085,
1991-08-22,0.002213,
1991-08-23,0.007142,
1991-08-26,-0.000425,
1991-08-27,-0.00145,
1991-08-28,0.009076,
1991-08-29,-0.000461,
1991-08-30,-0.002527,
1991-09-03,-0.008118,
1991-09-04,-0.005391,
1991-09-05,-0.002351,
1991-09-06,8e-06,
1991-09-09,-0.001175,
1991-09-10,-0.010247,
1991-09-11,0.001489,
1991-09-12,0.006024,
1991-09-13,-0.009936,
1991-09-16,0.006244,
1991-09-17,-0.000557,
1991-09-18,0.003479,
1991-09-19,0.001787,
1991-09-20,0.00113,
1991-09-23,-0.005162,
1991-09-24,0.00525,
1991-09-25,-0.002447,
1991-09-26,-0.000768,
1991-09-27,-0.00156,
1991-09-30,0.00548,
1991-10-01,0.003225,
1991-10-02,-0.002555,
1991-10-03,-0.009599,
1991-10-04,-0.007775,
1991-10-07,-0.004707,
1991-10-08,0.003058,
1991-10-09,-0.009956,
1991-10-10,0.009852,
1991-10-11,0.002475,
1991-10-14,0.013179,
1991-10-15,0.011775,
1991-10-16,0.004712,
1991-10-17,-0.002387,
1991-10-18,0.001571,
1991-10-21,-0.006315,
1991-10-22,-0.005446,
1991-10-23,0.000309,
1991-10-24,-0.007411,
1991-10-25,-0.00198,
1991-10-28,0.013851,
1991-10-29,0.005287,
1991-10-30,0.003665,
1991-10-31,-0.000846,
1991-11-01,-0.003027,
1991-11-04,-0.002111,
1991-11-05,-0.003521,
1991-11-06,0.003344,
1991-11-07,0.009625,
1991-11-08,-0.001209,
1991-11-11,0.000545,
1991-11-12,0.009322,
1991-11-13,0.001769,
1991-11-14,-0.000661,
1991-11-15,-0.036485,
1991-11-18,0.007114,
1991-11-19,-0.014955,
1991-11-20,-0.002569,
1991-11-21,0.00406,
1991-11-22,-0.010141,
1991-11-25,-0.001696,
1991-11-26,0.007073,
1991-11-27,-0.003618,
1991-11-29,-0.003104,
1991-12-02,0.016426,
1991-12-03,-0.000539,
1991-12-04,-0.002415,
1991-12-05,-0.006763,
1991-12-06,0.004043,
1991-12-09,-0.001739,
1991-12-10,-0.000451,
1991-12-11,-0.000641,
1991-12-12,0.010403,
1991-12-13,0.0073,
1991-12-16,0.000223,
1991-12-17,-0.004738,
1991-12-18,0.002377,
1991-12-19,-0.00294,
1991-12-20,0.012139,
1991-12-23,0.025303,0.0013172652717591432
1991-12-24,0.007167,0.0023152488036666855
1991-12-26,0.013743,0.0006797765970049812
1991-12-27,0.004257,0.0015419013859276878
1991-12-30,0.021196,0.0006657687710757176
1991-12-31,0.00488,0.0023538333883383355
1992-01-02,0.000379,0.0007823243729572596
1992-01-03,0.00458,0.0005126959736860833
1992-01-06,-0.002667,0.0009261362936940493
1992-01-07,-0.001305,0.0002870277041285117
1992-01-08,0.001831,0.00046163036335419296
1992-01-09,-0.000727,0.0007147146482421518
1992-01-10,-0.00622,0.00047545583714415435
1992-01-13,-0.001544,-3.674836578020091e-05
1992-01-14,0.014177,0.00041287012189032083
1992-01-15,0.001097,0.0019780043261447963
1992-01-16,-0.006446,0.0006070880792092044
1992-01-17,0.001727,-2.7938418408413957e-05
1992-01-20,-0.005898,0.0008359139857627177
1992-01-21,-0.009159,3.442157769541318e-05
1992-01-22,0.01352,-0.00023881847635050376
1992-01-23,-0.007381,0.0020247981923161174
1992-01-24,0.001377,-0.00023487386804545032
1992-01-27,-0.001167,0.0007953929500147638
1992-01-28,3.6e-05,0.00045259330853745215
1992-01-29,-0.011455,0.0005839019066835434
1992-01-30,0.004146,-0.0005534122355130193
1992-01-31,-0.007007,0.0010468427976261271
1992-02-03,0.002169,-0.00017898549317541652
1992-02-04,0.010482,0.0008036125462892077
1992-02-05,0.00048,0.001571623107332787
1992-02-06,4.1e-05,0.0005232366801433237
1992-02-07,-0.006398,0.0005733954002125626
1992-02-10,0.006731,-9.516275800610784e-05
1992-02-11,0.000302,0.0012470653554921998
1992-02-12,0.008436,0.000555511103864727
1992-02-13,-0.008502,0.0014023397209787718
1992-02-14,-0.002066,-0.00023944093950441648
1992-02-18,-0.012369,0.00047293012795668766
1992-02-19,0.002684,-0.0005921717504590469
1992-02-20,0.013565,0.0008735385984576609
1992-02-21,-0.00601,0.0017975077533537416
1992-02-24,0.001999,-9.13853803760793e-05
1992-02-25,-0.003914,0.0007826221424887471
1992-02-26,0.011608,0.00015672122167641504
1992-02-27,-0.003174,0.0016555408909469278
1992-02-28,-0.002906,0.000132575591854202
1992-03-02,-5e-06,0.00028524336120046534
1992-03-03,0.001109,0.0005530054716633986
1992-03-04,-0.008344,0.0006260507258357154
1992-03-05,-0.00676,-0.0002884126349128556
1992-03-06,-0.004936,-5.5417415090994876e-05
1992-03-09,0.002093,7.485057980047668e-05
1992-03-10,0.004441,0.0007211786840822115
1992-03-11,-0.007205,0.0008742986369711117
1992-03-12,-0.000177,-0.00026636733005777375
1992-03-13,0.004648,0.000546201060985105
1992-03-16,0.001296,0.0009465147652760767
1992-03-17,0.007907,0.0005739505550287817
1992-03-18,-0.000876,0.001264164716213662
1992-03-19,0.001836,0.0003232158793038723
1992-03-20,0.002873,0.000687298184247863
1992-03-23,-0.002835,0.0007532074667118062
1992-03-24,-0.002378,0.00020836490658059683
1992-03-25,-0.002517,0.000317047855706356
1992-03-26,0.000171,0.0002479381828467285
1992-03-27,-0.010277,0.0005304815702438259
1992-03-30,-0.001095,-0.0005501657615580931
1992-03-31,0.001575,0.00048474479962833106
1992-04-01,0.001576,0.0006204730268946574
1992-04-02,-0.009796,0.0006028443426755245
1992-04-03,0.002716,-0.0005359632306348378
1992-04-06,0.010243,0.0008259687326559338
1992-04-07,-0.018557,0.0014171229936139813
1992-04-08,-0.008566,-0.0014605009824796543
1992-04-09,0.015647,-9.830650905942844e-05
1992-04-10,0.00891,0.0020024849006674045
1992-04-13,0.00467,0.0010316134836488927
1992-04-14,0.015607,0.0008686439811988443
1992-04-15,0.009281,0.0019694908066754096
1992-04-16,-0.000777,0.001213851015150136
1992-04-20,-0.013378,0.00037891547622253435
1992-04-21,0.000102,-0.0007155804836955291
1992-04-22,-0.001044,0.0008008059275434648
1992-04-23,0.004114,0.00040198032160684784
1992-04-24,-0.005874,0.000967231314831471
1992-04-27,-0.001339,-0.0001148220612270075
1992-04-28,0.001723,0.0004990593293521683
1992-04-29,0.006598,0.000663115256488211
1992-04-30,0.007267,0.0010952897224054355
1992-05-01,-0.005631,0.0010912148689569746
1992-05-04,0.011087,-0.0001421418595048921
1992-05-05,0.00045,0.0015642613467143254
1992-05-06,-0.000287,0.000294404331928416
1992-05-07,-0.001257,0.00046563153839187783
1992-05-08,0.000494,0.00034806413831570755
1992-05-11,0.00601,0.000521615476919565
1992-05-12,-0.005105,0.0009874190930158747
1992-05-13,0.000446,-0.00010262288415368404
1992-05-14,-0.00789,0.0005815077361754645
1992-05-15,-0.006932,-0.00029133416945963916
1992-05-18,0.006536,-7.116780140553711e-05
1992-05-19,0.008798,0.001135250677342365
1992-05-20,-0.001892,0.0011092208710216287
1992-05-21,-0.006993,0.00011449980637589808
1992-05-22,0.003655,-0.00018523384504824658
1992-05-26,-0.006579,0.0008513397748880917
1992-05-27,0.001996,-0.0003166835023916844
1992-05-28,0.011281,0.0006817396625443963
1992-05-29,-0.002993,0.0013629302604520148
1992-06-01,0.004697,-4.955457126416303e-05
1992-06-02,-0.00847,0.0009420873335405716
1992-06-03,0.002279,-0.0004088421352451619
1992-06-04,-0.003292,0.0007219535984225116
1992-06-05,0.000465,5.105131953762513e-05
1992-06-08,-0.000307,0.0004987477107199715
1992-06-09,-0.007308,0.00035355661091619175
1992-06-10,-0.007093,-0.0002214564287630579
1992-06-11,0.004506,-0.000128018555073992
1992-06-12,0.001851,0.0008901355864805015
1992-06-15,0.001122,0.0004727629973627828
1992-06-16,-0.004728,0.0005064652838429684
1992-06-17,-0.015068,4.707008614443205e-06
1992-06-18,-0.002799,-0.0008611791192910037
1992-06-19,0.006513,0.0003482356934056657
1992-06-22,-0.000384,0.0009594215390673103
1992-06-23,0.001951,0.00023986151065136382
1992-06-24,-0.000697,0.0005694545189740978
1992-06-25,-0.001369,0.0002700432720069378
1992-06-26,0.001132,0.00028103370806789975
1992-06-29,0.01324,0.0004950955297941938
1992-06-30,-0.001027,0.0015766400023687734
1992-07-01,0.010927,0.000121838660450016
1992-07-02,-0.002674,0.0014156066201620285
1992-07-06,0.005524,-4.730554873394238e-06
1992-07-07,-0.011397,0.0009102052269791772
1992-07-08,0.002917,-0.000683166014626846
1992-07-09,0.009636,0.0007359720967080798
1992-07-10,0.000926,0.0011523956279888342
1992-07-13,0.000944,0.00036256809623194333
1992-07-14,0.006354,0.00049268849755981
1992-07-15,-0.001325,0.0009647441549286311
1992-07-16,0.001124,0.00027852024081840426
1992-07-17,-0.004633,0.0005644189968120795
1992-07-20,-0.004279,5.881128045905938e-05
1992-07-21,0.000421,0.00015303422554972655
1992-07-22,-0.007108,0.0005146636638370594
1992-07-23,0.002821,-0.0001656573180075208
1992-07-24,-0.000861,0.0007347851211012521
1992-07-27,0.000442,0.0003369127637672722
1992-07-28,0.014327,0.000535253913581459
1992-07-29,0.011284,0.0015130822417826766
1992-07-30,0.00404,0.0012283957838987126
1992-07-31,0.000885,0.0007764942934219095
1992-08-03,0.00238,0.000607685022187335
1992-08-04,-0.00133,0.000770294817929051
1992-08-05,-0.00507,0.0004588210710476266
1992-08-06,-0.003519,0.00021320524678426056
1992-08-07,-0.003309,0.00033308516507874223
1992-08-10,0.001503,0.00039194461103378745
1992-08-11,-0.001248,0.0007558798466877129
1992-08-12,-0.003693,0.0005086941092589322
1992-08-13,0.000869,0.0004391540954730058
1992-08-14,0.005422,0.0007727619789441206
1992-08-17,0.002251,0.0010699511594502336
1992-08-18,0.001627,0.0008250345018929198
1992-08-19,-0.007263,0.0007480890761838101
1992-08-20,-8.4e-05,0.00028625946072137443
1992-08-21,-0.007926,0.0007027310433903964
1992-08-24,-0.010367,0.00016676487259747357
1992-08-25,0.002366,4.221381963377831e-05
1992-08-26,0.004762,0.0008519673966895727
1992-08-27,0.000292,0.0008766619827888548
1992-08-28,0.002958,0.0006090174368848602
1992-08-31,-0.001406,0.0008331443587796612
1992-09-01,0.004953,0.0005000834691135197
1992-09-02,0.004991,0.0010055648820224818
1992-09-03,0.000172,0.0009313471318867315
1992-09-04,-0.002197,0.0006321426584118794
1992-09-08,-0.006172,0.0005304917693018218
1992-09-09,0.004794,0.0002576629092919818
1992-09-10,0.008865,0.0010495797597662587
1992-09-11,-0.00115,0.0012172664859221478
1992-09-14,0.014228,0.0005313172010730266
1992-09-15,-0.012533,0.0017228326781131905
1992-09-16,-9.7e-05,-0.000315487587816856
1992-09-17,0.000251,0.0009318231981159187
1992-09-18,0.006834,0.0007418865227448327
1992-09-21,-0.001455,0.0012844333225103667
1992-09-22,-0.011713,0.0006292326705616874
1992-09-23,0.000379,-4.772827532163455e-06
1992-09-24,0.003106,0.0007595210601746824
1992-09-25,-0.009941,0.0008928842712353777
1992-09-28,0.005311,5.8694772751109714e-05
1992-09-29,0.000453,0.0011053390026880482
1992-09-30,0.002636,0.0006697177811717656
1992-10-01,-0.003987,0.0009107378701578231
1992-10-02,-0.013803,0.0005754209277886826
1992-10-05,-0.006608,5.745332007110293e-05
1992-10-06,-0.000459,0.0004502181860070862
1992-10-07,-0.007285,0.0007056620323652023
1992-10-08,0.008768,0.0003029689148266347
1992-10-09,-0.012078,0.0012293896801646648
1992-10-12,0.011398,0.0002121634415220248
1992-10-13,0.004699,0.0009796922826716106
1992-10-14,0.000228,0.0008538239308477152
1992-10-15,0.000682,0.0006953420793283237
1992-10-16,0.004957,0.0006993152752962524
1992-10-19,0.00872,0.000848420218383144
1992-10-20,0.001037,0.0009852668271748766
1992-10-21,0.000634,0.000830181246386744
1992-10-22,-0.001576,0.0007825172261652389
1992-10-23,-0.002272,0.0007184042534302537
1992-10-26,0.01024,0.0006853053989673064
1992-10-27,0.000901,0.0009029183744140802
1992-10-28,0.004268,0.0007847434007475925
1992-10-29,0.001589,0.000841022846639361
1992-10-30,-0.004843,0.0008883743517599018
1992-11-02,0.009649,0.0006991178668445302
1992-11-03,-0.00622,0.0007449503856249281
1992-11-04,-0.006371,0.0006651536216140645
1992-11-05,0.003679,0.0005710823374786697
1992-11-06,-0.001428,0.0006578186941735708
1992-11-09,0.002402,0.000654919032288162
1992-11-10,0.000275,0.0007090031999988131
1992-11-11,0.008259,0.0006889813838950227
1992-11-12,0.001585,0.0008685863620592265
1992-11-13,-0.001154,0.0008270818206928153
1992-11-16,-0.003576,0.0007587945166903087
1992-11-17,-0.003087,0.0006569816086643172
1992-11-18,0.008351,0.0005998199681953378
1992-11-19,0.001881,0.000803103209594058
1992-11-20,0.007393,0.0008162135054210277
1992-11-23,-0.002968,0.0008633492285746273
1992-11-24,0.005514,0.0006866039549168829
1992-11-25,0.004124,0.000767011102840066
1992-11-27,0.002263,0.0007781985771361874
1992-11-30,0.002997,0.0007682374234839127
1992-12-01,-0.000836,0.0007842159001454252
1992-12-02,-0.002067,0.0007174840513070654
1992-12-03,0.000218,0.000670107991642836
1992-12-04,0.005193,0.0006529127932025712
1992-12-07,0.00691,0.0007595256322657409
1992-12-08,0.00403,0.0008766792686995369
1992-12-09,-0.002361,0.0008959842043350197
1992-12-10,-0.002648,0.0007347830307401056
1992-12-11,-0.001888,0.0006515464539732844
1992-12-14,-0.001646,0.0006191949517094815
1992-12-15,-0.00091,0.0005926331659036159
1992-12-16,-0.002893,0.0006112427606366494
1992-12-17,0.009416,0.0005591682126666023
1992-12-18,0.013344,0.0008365659771023761
1992-12-21,-0.000799,0.001090185603864814
1992-12-22,-0.000829,0.000871827582567915
1992-12-23,-0.002515,0.0007378432570063837
1992-12-24,0.001936,0.0007909068245357864
1992-12-28,-0.001307,0.0007827452426951199
1992-12-29,-0.002233,0.0008108381277698373
1992-12-30,0.001569,0.0008117637827742608
1992-12-31,-0.006152,0.000840837079271942
1993-01-04,-0.001259,0.0008483111429882583
1993-01-05,-0.002165,0.0007485114760766589
1993-01-06,0.000411,0.000725010347794034
1993-01-07,-0.008769,0.0007700328937558404
1993-01-08,-0.003656,0.000735255488615744
1993-01-11,0.004042,0.0006446882801747159
1993-01-12,0.000594,0.0006499306809562206
1993-01-13,0.004617,0.0006965836629150056
1993-01-14,0.006616,0.0006285746220588945
1993-01-15,0.002827,0.0006551291337147166
1993-01-18,-0.000351,0.0006795455431885092
1993-01-19,-0.003851,0.0006976069245573729
1993-01-20,-0.003997,0.0007356941782911699
1993-01-21,0.0048,0.0006995108676102758
1993-01-22,0.002012,0.0005117069516336317
1993-01-25,0.007901,0.0006710211289067924
1993-01-26,0.000482,0.00047610984735262253
1993-01-27,-0.00394,0.0007336467261945095
1993-01-28,0.00089,0.0006217433928674824
1993-01-29,0.000223,0.0004604018599199807
1993-02-01,0.009037,0.0005738688834627395
1993-02-02,0.000469,0.0002775665053966507
1993-02-03,0.010314,0.0006440725974785074
1993-02-04,0.005807,0.0002820273369826073
1993-02-05,-0.001531,0.0004939067403018462
1993-02-08,-0.001674,0.000568298070372601
1993-02-09,-0.005685,0.0005395559325461435
1993-02-10,0.002287,0.000527594856594992
1993-02-11,0.003327,0.0005418040843939106
1993-02-12,-0.006417,0.0005480376780607975
1993-02-16,-0.024348,0.0005590706447579305
1993-02-17,-0.001377,0.00033900878439244755
1993-02-18,-0.002996,0.0004810837203231607
1993-02-19,0.005249,0.0004152736700983508
1993-02-22,0.002678,0.0005562841778559244
1993-02-23,-0.000694,0.0004889106398000165
1993-02-24,0.013815,0.0004440543191585161
1993-02-25,0.003275,0.0007391920698057184
1993-02-26,0.002489,0.00047597400795773006
1993-03-01,-0.002822,0.0005156679942255439
1993-03-02,0.013441,0.0003947614123285746
1993-03-03,0.003616,0.0007420649841454309
1993-03-04,-0.0042,0.0005628745398142981
1993-03-05,-0.002401,0.00038374273609280006
1993-03-08,0.018986,0.00044878644697012954
1993-03-09,-0.000564,0.0009686413523545242
1993-03-10,0.004472,0.0004435572540292638
1993-03-11,-0.005635,0.0006889689927648964
1993-03-12,-0.008396,0.0004167185777308631
1993-03-15,0.003363,0.00038185597611245156
1993-03-16,1.7e-05,0.0006576872048977269
1993-03-17,-0.0071,0.0005141388375130852
1993-03-18,0.008466,0.0003550191037284154
1993-03-19,-0.004393,0.0007183778981831492
1993-03-22,-0.002615,0.00036706987775817824
1993-03-23,-0.000289,0.0005549752468521402
1993-03-24,-0.001335,0.0003269866524143464
1993-03-25,0.006721,0.0005529278198388657
1993-03-26,-0.006339,0.0006040184283419977
1993-03-29,0.006283,0.0002388945559768762
