caldt,vwretd,outpredictions
1990-09-05,0.003861,
1990-09-06,-0.012028,
1990-09-07,0.009374,
1990-09-10,-0.005269,
1990-09-11,-0.001056,
1990-09-12,0.00395,
1990-09-13,-0.011783,
1990-09-14,-0.005968,
1990-09-17,0.002891,
1990-09-18,0.003333,
1990-09-19,-0.006414,
1990-09-20,-0.015777,
1990-09-21,-0.000652,
1990-09-24,-0.02116,
1990-09-25,0.012375,
1990-09-26,-0.010318,
1990-09-27,-0.013375,
1990-09-28,0.016658,
1990-10-01,0.030032,
1990-10-02,0.001148,
1990-10-03,-0.011617,
1990-10-04,0.003727,
1990-10-05,-0.003797,
1990-10-08,0.006508,
1990-10-09,-0.026728,
1990-10-10,-0.015817,
1990-10-11,-0.016247,
1990-10-12,0.015266,
1990-10-15,0.011403,
1990-10-16,-0.014599,
1990-10-17,-0.000302,
1990-10-18,0.023718,
1990-10-19,0.020957,
1990-10-22,0.008612,
1990-10-23,-0.007206,
1990-10-24,0.000607,
1990-10-25,-0.007662,
1990-10-26,-0.017548,
1990-10-29,-0.009214,
1990-10-30,0.00768,
1990-10-31,-0.000358,
1990-11-01,0.00994,
1990-11-02,0.016131,
1990-11-05,0.009769,
1990-11-06,-0.009249,
1990-11-07,-0.017712,
1990-11-08,0.006007,
1990-11-09,0.020207,
1990-11-12,0.018681,
1990-11-13,-0.005199,
1990-11-14,0.008312,
1990-11-15,-0.01009,
1990-11-16,0.00022,
1990-11-19,0.007167,
1990-11-20,-0.011892,
1990-11-21,0.001964,
1990-11-23,-0.003092,
1990-11-26,0.004293,
1990-11-27,0.005646,
1990-11-28,-0.000538,
1990-11-29,-0.004963,
1990-11-30,0.018308,
1990-12-03,0.007021,
1990-12-04,0.007822,
1990-12-05,0.010612,
1990-12-06,-0.002501,
1990-12-07,-0.004035,
1990-12-10,0.003375,
1990-12-11,-0.00635,
1990-12-12,0.011102,
1990-12-13,-0.002291,
1990-12-14,-0.007641,
1990-12-17,-0.00279,
1990-12-18,0.012736,
1990-12-19,-0.000146,
1990-12-20,0.000447,
1990-12-21,0.004743,
1990-12-24,-0.004401,
1990-12-26,0.002696,
1990-12-27,-0.007443,
1990-12-28,0.000639,
1990-12-31,0.004328,
1991-01-02,-0.010853,
1991-01-03,-0.013455,
1991-01-04,-0.00258,
1991-01-07,-0.017326,
1991-01-08,-0.00169,
1991-01-09,-0.011018,
1991-01-10,0.010583,
1991-01-11,0.001165,
1991-01-14,-0.008205,
1991-01-15,0.003857,
1991-01-16,0.008563,
1991-01-17,0.037071,
1991-01-18,0.012316,
1991-01-21,-0.002126,
1991-01-22,-0.008428,
1991-01-23,0.005544,
1991-01-24,0.014383,
1991-01-25,0.003438,
1991-01-28,0.000172,
1991-01-29,-0.000197,
1991-01-30,0.01517,
1991-01-31,0.009214,
1991-02-01,-0.002645,
1991-02-04,0.015525,
1991-02-05,0.009392,
1991-02-06,0.019462,
1991-02-07,-0.004023,
1991-02-08,0.007751,
1991-02-11,0.026023,
1991-02-12,-0.0076,
1991-02-13,0.010025,
1991-02-14,-0.013488,
1991-02-15,0.013336,
1991-02-19,0.001802,
1991-02-20,-0.011165,
1991-02-21,-0.000682,
1991-02-22,0.001873,
1991-02-25,0.004761,
1991-02-26,-0.011475,
1991-02-27,0.013202,
1991-02-28,-0.001734,
1991-03-01,0.009396,
1991-03-04,-0.002312,
1991-03-05,0.019875,
1991-03-06,-0.001835,
1991-03-07,-9e-06,
1991-03-08,-0.002503,
1991-03-11,-0.005318,
1991-03-12,-0.007812,
1991-03-13,0.012493,
1991-03-14,-0.002425,
1991-03-15,-0.000607,
1991-03-18,-0.003245,
1991-03-19,-0.014724,
1991-03-20,0.003881,
1991-03-21,-0.003604,
1991-03-22,0.002593,
1991-03-25,0.006652,
1991-03-26,0.017689,
1991-03-27,-0.002371,
1991-03-28,-0.001043,
1991-04-01,-0.009807,
1991-04-02,0.021905,
1991-04-03,-0.001468,
1991-04-04,0.003276,
1991-04-05,-0.011395,
1991-04-08,0.008283,
1991-04-09,-0.012902,
1991-04-10,-0.00114,
1991-04-11,0.011966,
1991-04-12,0.006927,
1991-04-15,0.00205,
1991-04-16,0.016727,
1991-04-17,0.007762,
1991-04-18,-0.004972,
1991-04-19,-0.011045,
1991-04-22,-0.008843,
1991-04-23,0.002352,
1991-04-24,0.002969,
1991-04-25,-0.009344,
1991-04-26,-0.000438,
1991-04-29,-0.013996,
1991-04-30,0.004294,
1991-05-01,0.013525,
1991-05-02,0.000548,
1991-05-03,0.000767,
1991-05-06,-0.001623,
1991-05-07,-0.006368,
1991-05-08,0.003109,
1991-05-09,0.013143,
1991-05-10,-0.019361,
1991-05-13,0.00265,
1991-05-14,-0.013416,
1991-05-15,-0.008381,
1991-05-16,0.010488,
1991-05-17,0.000287,
1991-05-20,0.000341,
1991-05-21,0.008492,
1991-05-22,0.002193,
1991-05-23,-0.003169,
1991-05-24,0.007161,
1991-05-28,0.011962,
1991-05-29,0.002152,
1991-05-30,0.010946,
1991-05-31,0.007622,
1991-06-03,-0.004027,
1991-06-04,-0.000612,
1991-06-05,-0.00695,
1991-06-06,-0.003818,
1991-06-07,-0.010521,
1991-06-10,-0.001845,
1991-06-11,0.006298,
1991-06-12,-0.011361,
1991-06-13,0.002846,
1991-06-14,0.012304,
1991-06-17,-0.005206,
1991-06-18,-0.004062,
1991-06-19,-0.009196,
1991-06-20,0.000643,
1991-06-21,0.006175,
1991-06-24,-0.017436,
1991-06-25,-0.000686,
1991-06-26,0.002655,
1991-06-27,0.007509,
1991-06-28,-0.008599,
1991-07-01,0.018436,
1991-07-02,-0.000997,
1991-07-03,-0.010531,
1991-07-05,0.002285,
1991-07-08,0.009176,
1991-07-09,-0.003565,
1991-07-10,-0.001057,
1991-07-11,0.003328,
1991-07-12,0.008391,
1991-07-15,0.005626,
1991-07-16,-0.002213,
1991-07-17,-0.000664,
1991-07-18,0.010663,
1991-07-19,-0.002927,
1991-07-22,-0.003437,
1991-07-23,-0.00916,
1991-07-24,-0.001988,
1991-07-25,0.0061,
1991-07-26,0.000121,
1991-07-29,0.006041,
1991-07-30,0.009347,
1991-07-31,0.003024,
1991-08-01,-0.001632,
1991-08-02,0.000282,
1991-08-05,-0.005198,
1991-08-06,0.014971,
1991-08-07,0.000247,
1991-08-08,-0.002977,
1991-08-09,-0.005075,
1991-08-12,0.002382,
1991-08-13,0.004182,
1991-08-14,0.001187,
1991-08-15,-0.001374,
1991-08-16,-0.009514,
1991-08-19,-0.023275,
1991-08-20,0.007807,
1991-08-21,0.029085,
1991-08-22,0.002213,
1991-08-23,0.007142,
1991-08-26,-0.000425,
1991-08-27,-0.00145,
1991-08-28,0.009076,
1991-08-29,-0.000461,
1991-08-30,-0.002527,
1991-09-03,-0.008118,
1991-09-04,-0.005391,
1991-09-05,-0.002351,
1991-09-06,8e-06,
1991-09-09,-0.001175,
1991-09-10,-0.010247,
1991-09-11,0.001489,
1991-09-12,0.006024,
1991-09-13,-0.009936,
1991-09-16,0.006244,
1991-09-17,-0.000557,
1991-09-18,0.003479,
1991-09-19,0.001787,
1991-09-20,0.00113,
1991-09-23,-0.005162,
1991-09-24,0.00525,
1991-09-25,-0.002447,
1991-09-26,-0.000768,
1991-09-27,-0.00156,
1991-09-30,0.00548,
1991-10-01,0.003225,
1991-10-02,-0.002555,
1991-10-03,-0.009599,
1991-10-04,-0.007775,
1991-10-07,-0.004707,
1991-10-08,0.003058,
1991-10-09,-0.009956,
1991-10-10,0.009852,
1991-10-11,0.002475,
1991-10-14,0.013179,
1991-10-15,0.011775,
1991-10-16,0.004712,
1991-10-17,-0.002387,
1991-10-18,0.001571,
1991-10-21,-0.006315,
1991-10-22,-0.005446,
1991-10-23,0.000309,
1991-10-24,-0.007411,
1991-10-25,-0.00198,
1991-10-28,0.013851,
1991-10-29,0.005287,
1991-10-30,0.003665,
1991-10-31,-0.000846,
1991-11-01,-0.003027,
1991-11-04,-0.002111,
1991-11-05,-0.003521,
1991-11-06,0.003344,
1991-11-07,0.009625,
1991-11-08,-0.001209,
1991-11-11,0.000545,
1991-11-12,0.009322,
1991-11-13,0.001769,
1991-11-14,-0.000661,
1991-11-15,-0.036485,
1991-11-18,0.007114,
1991-11-19,-0.014955,
1991-11-20,-0.002569,
1991-11-21,0.00406,
1991-11-22,-0.010141,
1991-11-25,-0.001696,
1991-11-26,0.007073,
1991-11-27,-0.003618,
1991-11-29,-0.003104,
1991-12-02,0.016426,
1991-12-03,-0.000539,
1991-12-04,-0.002415,
1991-12-05,-0.006763,
1991-12-06,0.004043,
1991-12-09,-0.001739,
1991-12-10,-0.000451,
1991-12-11,-0.000641,
1991-12-12,0.010403,
1991-12-13,0.0073,
1991-12-16,0.000223,
1991-12-17,-0.004738,
1991-12-18,0.002377,
1991-12-19,-0.00294,
1991-12-20,0.012139,
1991-12-23,0.025303,
1991-12-24,0.007167,
1991-12-26,0.013743,
1991-12-27,0.004257,
1991-12-30,0.021196,
1991-12-31,0.00488,
1992-01-02,0.000379,
1992-01-03,0.00458,
1992-01-06,-0.002667,
1992-01-07,-0.001305,
1992-01-08,0.001831,
1992-01-09,-0.000727,
1992-01-10,-0.00622,
1992-01-13,-0.001544,
1992-01-14,0.014177,
1992-01-15,0.001097,
1992-01-16,-0.006446,
1992-01-17,0.001727,
1992-01-20,-0.005898,
1992-01-21,-0.009159,
1992-01-22,0.01352,
1992-01-23,-0.007381,
1992-01-24,0.001377,
1992-01-27,-0.001167,
1992-01-28,3.6e-05,
1992-01-29,-0.011455,
1992-01-30,0.004146,
1992-01-31,-0.007007,
1992-02-03,0.002169,
1992-02-04,0.010482,
1992-02-05,0.00048,
1992-02-06,4.1e-05,
1992-02-07,-0.006398,
1992-02-10,0.006731,
1992-02-11,0.000302,
1992-02-12,0.008436,
1992-02-13,-0.008502,
1992-02-14,-0.002066,
1992-02-18,-0.012369,
1992-02-19,0.002684,
1992-02-20,0.013565,
1992-02-21,-0.00601,
1992-02-24,0.001999,
1992-02-25,-0.003914,
1992-02-26,0.011608,
1992-02-27,-0.003174,
1992-02-28,-0.002906,
1992-03-02,-5e-06,
1992-03-03,0.001109,
1992-03-04,-0.008344,
1992-03-05,-0.00676,
1992-03-06,-0.004936,
1992-03-09,0.002093,
1992-03-10,0.004441,
1992-03-11,-0.007205,
1992-03-12,-0.000177,
1992-03-13,0.004648,
1992-03-16,0.001296,
1992-03-17,0.007907,
1992-03-18,-0.000876,
1992-03-19,0.001836,
1992-03-20,0.002873,
1992-03-23,-0.002835,
1992-03-24,-0.002378,
1992-03-25,-0.002517,
1992-03-26,0.000171,
1992-03-27,-0.010277,
1992-03-30,-0.001095,
1992-03-31,0.001575,
1992-04-01,0.001576,
1992-04-02,-0.009796,
1992-04-03,0.002716,
1992-04-06,0.010243,
1992-04-07,-0.018557,
1992-04-08,-0.008566,
1992-04-09,0.015647,
1992-04-10,0.00891,
1992-04-13,0.00467,
1992-04-14,0.015607,
1992-04-15,0.009281,
1992-04-16,-0.000777,
1992-04-20,-0.013378,
1992-04-21,0.000102,
1992-04-22,-0.001044,
1992-04-23,0.004114,
1992-04-24,-0.005874,
1992-04-27,-0.001339,
1992-04-28,0.001723,
1992-04-29,0.006598,
1992-04-30,0.007267,
1992-05-01,-0.005631,
1992-05-04,0.011087,
1992-05-05,0.00045,
1992-05-06,-0.000287,
1992-05-07,-0.001257,
1992-05-08,0.000494,
1992-05-11,0.00601,
1992-05-12,-0.005105,
1992-05-13,0.000446,
1992-05-14,-0.00789,
1992-05-15,-0.006932,
1992-05-18,0.006536,
1992-05-19,0.008798,
1992-05-20,-0.001892,
1992-05-21,-0.006993,
1992-05-22,0.003655,
1992-05-26,-0.006579,
1992-05-27,0.001996,
1992-05-28,0.011281,
1992-05-29,-0.002993,
1992-06-01,0.004697,
1992-06-02,-0.00847,
1992-06-03,0.002279,
1992-06-04,-0.003292,
1992-06-05,0.000465,
1992-06-08,-0.000307,
1992-06-09,-0.007308,
1992-06-10,-0.007093,
1992-06-11,0.004506,
1992-06-12,0.001851,
1992-06-15,0.001122,
1992-06-16,-0.004728,
1992-06-17,-0.015068,
1992-06-18,-0.002799,
1992-06-19,0.006513,
1992-06-22,-0.000384,
1992-06-23,0.001951,
1992-06-24,-0.000697,
1992-06-25,-0.001369,
1992-06-26,0.001132,
1992-06-29,0.01324,
1992-06-30,-0.001027,
1992-07-01,0.010927,
1992-07-02,-0.002674,
1992-07-06,0.005524,
1992-07-07,-0.011397,
1992-07-08,0.002917,
1992-07-09,0.009636,
1992-07-10,0.000926,
1992-07-13,0.000944,
1992-07-14,0.006354,
1992-07-15,-0.001325,
1992-07-16,0.001124,
1992-07-17,-0.004633,
1992-07-20,-0.004279,
1992-07-21,0.000421,
1992-07-22,-0.007108,
1992-07-23,0.002821,
1992-07-24,-0.000861,
1992-07-27,0.000442,
1992-07-28,0.014327,
1992-07-29,0.011284,
1992-07-30,0.00404,
1992-07-31,0.000885,
1992-08-03,0.00238,
1992-08-04,-0.00133,
1992-08-05,-0.00507,
1992-08-06,-0.003519,
1992-08-07,-0.003309,
1992-08-10,0.001503,
1992-08-11,-0.001248,
1992-08-12,-0.003693,
1992-08-13,0.000869,
1992-08-14,0.005422,
1992-08-17,0.002251,
1992-08-18,0.001627,
1992-08-19,-0.007263,
1992-08-20,-8.4e-05,
1992-08-21,-0.007926,
1992-08-24,-0.010367,
1992-08-25,0.002366,
1992-08-26,0.004762,
1992-08-27,0.000292,
1992-08-28,0.002958,
1992-08-31,-0.001406,
1992-09-01,0.004953,
1992-09-02,0.004991,
1992-09-03,0.000172,
1992-09-04,-0.002197,
1992-09-08,-0.006172,
1992-09-09,0.004794,
1992-09-10,0.008865,
1992-09-11,-0.00115,
1992-09-14,0.014228,
1992-09-15,-0.012533,
1992-09-16,-9.7e-05,
1992-09-17,0.000251,
1992-09-18,0.006834,
1992-09-21,-0.001455,
1992-09-22,-0.011713,
1992-09-23,0.000379,
1992-09-24,0.003106,
1992-09-25,-0.009941,
1992-09-28,0.005311,
1992-09-29,0.000453,
1992-09-30,0.002636,
1992-10-01,-0.003987,
1992-10-02,-0.013803,
1992-10-05,-0.006608,
1992-10-06,-0.000459,
1992-10-07,-0.007285,
1992-10-08,0.008768,
1992-10-09,-0.012078,
1992-10-12,0.011398,
1992-10-13,0.004699,
1992-10-14,0.000228,
1992-10-15,0.000682,
1992-10-16,0.004957,
1992-10-19,0.00872,
1992-10-20,0.001037,
1992-10-21,0.000634,
1992-10-22,-0.001576,
1992-10-23,-0.002272,
1992-10-26,0.01024,
1992-10-27,0.000901,
1992-10-28,0.004268,
1992-10-29,0.001589,
1992-10-30,-0.004843,
1992-11-02,0.009649,
1992-11-03,-0.00622,
1992-11-04,-0.006371,
1992-11-05,0.003679,
1992-11-06,-0.001428,
1992-11-09,0.002402,
1992-11-10,0.000275,
1992-11-11,0.008259,
1992-11-12,0.001585,
1992-11-13,-0.001154,
1992-11-16,-0.003576,
1992-11-17,-0.003087,
1992-11-18,0.008351,
1992-11-19,0.001881,
1992-11-20,0.007393,
1992-11-23,-0.002968,
1992-11-24,0.005514,
1992-11-25,0.004124,
1992-11-27,0.002263,
1992-11-30,0.002997,
1992-12-01,-0.000836,
1992-12-02,-0.002067,
1992-12-03,0.000218,
1992-12-04,0.005193,
1992-12-07,0.00691,
1992-12-08,0.00403,
1992-12-09,-0.002361,
1992-12-10,-0.002648,
1992-12-11,-0.001888,
1992-12-14,-0.001646,
1992-12-15,-0.00091,
1992-12-16,-0.002893,
1992-12-17,0.009416,
1992-12-18,0.013344,
1992-12-21,-0.000799,
1992-12-22,-0.000829,
1992-12-23,-0.002515,
1992-12-24,0.001936,
1992-12-28,-0.001307,
1992-12-29,-0.002233,
1992-12-30,0.001569,
1992-12-31,-0.006152,
1993-01-04,-0.001259,
1993-01-05,-0.002165,
1993-01-06,0.000411,
1993-01-07,-0.008769,
1993-01-08,-0.003656,
1993-01-11,0.004042,
1993-01-12,0.000594,
1993-01-13,0.004617,
1993-01-14,0.006616,
1993-01-15,0.002827,
1993-01-18,-0.000351,
1993-01-19,-0.003851,
1993-01-20,-0.003997,
1993-01-21,0.0048,
1993-01-22,0.002012,
1993-01-25,0.007901,
1993-01-26,0.000482,
1993-01-27,-0.00394,
1993-01-28,0.00089,
1993-01-29,0.000223,
1993-02-01,0.009037,
1993-02-02,0.000469,
1993-02-03,0.010314,
1993-02-04,0.005807,
1993-02-05,-0.001531,
1993-02-08,-0.001674,
1993-02-09,-0.005685,
1993-02-10,0.002287,
1993-02-11,0.003327,
1993-02-12,-0.006417,
1993-02-16,-0.024348,
1993-02-17,-0.001377,
1993-02-18,-0.002996,
1993-02-19,0.005249,
1993-02-22,0.002678,
1993-02-23,-0.000694,
1993-02-24,0.013815,
1993-02-25,0.003275,
1993-02-26,0.002489,
1993-03-01,-0.002822,
1993-03-02,0.013441,
1993-03-03,0.003616,
1993-03-04,-0.0042,
1993-03-05,-0.002401,
1993-03-08,0.018986,
1993-03-09,-0.000564,
1993-03-10,0.004472,
1993-03-11,-0.005635,
1993-03-12,-0.008396,
1993-03-15,0.003363,
1993-03-16,1.7e-05,
1993-03-17,-0.0071,
1993-03-18,0.008466,
1993-03-19,-0.004393,
1993-03-22,-0.002615,
1993-03-23,-0.000289,
1993-03-24,-0.001335,
1993-03-25,0.006721,
1993-03-26,-0.006339,
1993-03-29,0.006283,
1993-03-30,0.00326,
1993-03-31,-0.001087,
1993-04-01,-0.003426,
1993-04-02,-0.019353,
1993-04-05,0.002399,
1993-04-06,-0.002434,
1993-04-07,0.003254,
1993-04-08,-0.001921,
1993-04-12,0.014927,
1993-04-13,0.001669,
1993-04-14,-0.001062,
1993-04-15,-0.000315,
1993-04-16,0.001182,
1993-04-19,-0.003413,
1993-04-20,-0.004999,
1993-04-21,-0.003118,
1993-04-22,-0.009408,
1993-04-23,-0.005611,
1993-04-26,-0.008069,
1993-04-27,0.01042,
1993-04-28,0.000173,
1993-04-29,0.002182,
1993-04-30,0.00259,
1993-05-03,0.005741,
1993-05-04,0.004094,
1993-05-05,0.001539,
1993-05-06,-0.003191,
1993-05-07,-0.001665,
1993-05-10,0.001498,
1993-05-11,0.003738,
1993-05-12,0.000691,
1993-05-13,-0.012428,
1993-05-14,0.001004,
1993-05-17,0.002011,
1993-05-18,0.000261,
1993-05-19,0.01648,
1993-05-20,0.00657,
1993-05-21,-0.010044,
1993-05-24,0.00459,
1993-05-25,0.002429,
1993-05-26,0.01011,
1993-05-27,-0.00221,
1993-05-28,-0.004833,
1993-06-01,0.008475,
1993-06-02,0.000284,
1993-06-03,-0.002985,
1993-06-04,-0.005174,
1993-06-07,-0.005436,
1993-06-08,-0.006758,
1993-06-09,0.002847,
1993-06-10,-0.000591,
1993-06-11,0.004011,
1993-06-14,0.001085,
1993-06-15,-0.002917,
1993-06-16,0.002143,
1993-06-17,0.002733,
1993-06-18,-0.010377,
1993-06-21,0.005456,
1993-06-22,-0.000637,
1993-06-23,-0.005752,
1993-06-24,0.007971,
1993-06-25,0.002253,
1993-06-28,0.009565,
1993-06-29,-0.002813,
1993-06-30,0.000372,
1993-07-01,-0.003702,
1993-07-02,-0.006356,
1993-07-06,-0.009953,
1993-07-07,0.00323,
1993-07-08,0.012654,
1993-07-09,-0.000501,
1993-07-12,0.00164,
1993-07-13,-0.001721,
1993-07-14,0.00423,
1993-07-15,-0.001877,
1993-07-16,-0.007815,
1993-07-19,0.000798,
1993-07-20,0.002875,
1993-07-21,-0.000279,
1993-07-22,-0.006016,
1993-07-23,0.005549,
1993-07-26,0.004746,
1993-07-27,-0.001914,
1993-07-28,-0.002077,
1993-07-29,0.006753,
1993-07-30,-0.004926,
1993-08-02,0.004561,
1993-08-03,-0.001367,
1993-08-04,-0.001476,
1993-08-05,-0.000716,
1993-08-06,0.001278,
1993-08-09,0.00513,
1993-08-10,-0.002358,
1993-08-11,0.00219,
1993-08-12,-0.00335,
1993-08-13,0.002301,
1993-08-16,0.00522,
1993-08-17,0.002051,
1993-08-18,0.006202,
1993-08-19,0.001094,
1993-08-20,-0.000819,
1993-08-23,-0.002038,
1993-08-24,0.010372,
1993-08-25,0.000829,
1993-08-26,0.001879,
1993-08-27,-0.001094,
1993-08-30,0.003007,
1993-08-31,0.004065,
1993-09-01,-0.000947,
1993-09-02,-0.00389,
1993-09-03,0.000316,
1993-09-07,-0.006257,
1993-09-08,-0.003899,
1993-09-09,0.002328,
1993-09-10,0.008826,
1993-09-13,0.00102,
1993-09-14,-0.004423,
1993-09-15,0.003999,
1993-09-16,-0.004499,
1993-09-17,-0.001456,
1993-09-20,-0.007464,
1993-09-21,-0.004933,
1993-09-22,0.007089,
1993-09-23,0.003666,
1993-09-24,2.5e-05,
1993-09-27,0.008826,
1993-09-28,-0.000438,
1993-09-29,-0.002988,
1993-09-30,-0.002274,
1993-10-01,0.004902,
1993-10-04,0.000127,
1993-10-05,0.000175,
1993-10-06,-0.001313,
1993-10-07,-0.003199,
1993-10-08,0.002429,
1993-10-11,0.001141,
1993-10-12,0.00064,
1993-10-13,0.000717,
1993-10-14,0.01121,
1993-10-15,0.005692,
1993-10-18,-0.001878,
1993-10-19,-0.004923,
1993-10-20,-5e-06,
1993-10-21,-0.001438,
1993-10-22,-0.004354,
1993-10-25,0.002173,
1993-10-26,-7.1e-05,
1993-10-27,0.001146,
1993-10-28,0.006272,
1993-10-29,0.000316,
1993-11-01,0.002746,
1993-11-02,-0.000933,
1993-11-03,-0.011562,
1993-11-04,-0.011618,
1993-11-05,0.004912,
1993-11-08,0.001478,
1993-11-09,0.000696,
1993-11-10,0.007436,
1993-11-11,-0.00171,
1993-11-12,0.005598,
1993-11-15,-0.003164,
1993-11-16,0.006875,
1993-11-17,-0.004085,
1993-11-18,-0.002684,
1993-11-19,-0.001999,
1993-11-22,-0.007622,
1993-11-23,0.004238,
1993-11-24,0.003324,
1993-11-26,0.001893,
1993-11-29,-0.002146,
1993-11-30,-0.000333,
1993-12-01,6.8e-05,
1993-12-02,0.002635,
1993-12-03,0.003847,
1993-12-06,0.003546,
1993-12-07,0.000466,
1993-12-08,-0.00072,
1993-12-09,-0.004168,
1993-12-10,-0.000491,
1993-12-13,0.003915,
1993-12-14,-0.005504,0.0011027343881217953
1993-12-15,-0.002241,0.00038801636804444337
1993-12-16,0.002959,0.0006928555773641094
1993-12-17,0.006566,0.0010180856512418926
1993-12-20,-0.001118,0.0012568751369073814
1993-12-21,-0.000985,0.0007009541822354865
1993-12-22,0.004235,0.0007988764759917673
1993-12-23,0.000178,0.0011614189749408622
1993-12-27,0.007134,0.0008351602961610186
1993-12-28,0.001011,0.0013851751988702985
1993-12-29,-0.000713,0.0009488474444858578
1993-12-30,-0.003788,0.0008651055754480267
1993-12-31,-0.004583,0.0006600835882844907
1994-01-03,-0.002342,0.0006059800160950596
1994-01-04,0.003458,0.000747109929985325
1994-01-05,0.001705,0.0011985415131165206
1994-01-06,-0.001099,0.0010329156468125201
1994-01-07,0.005697,0.0008464673052602774
1994-01-10,0.011518,0.0013910587171746974
1994-01-11,-0.001894,0.0018002098436875609
1994-01-12,-0.000221,0.000796149268485193
